"YEAR"	"BAND"	"WEEK"	"DOY"	"NDVI"	"SITE"
1994	7	20	137	11772	"MN"
1994	8	21	144	11937	"MN"
1994	9	22	151	12101	"MN"
1994	10	23	158	12706	"MN"
1994	11	24	165	13709	"MN"
1994	12	25	172	14168	"MN"
1994	13	26	179	14249	"MN"
1994	14	27	186	14121	"MN"
1994	15	28	193	13994	"MN"
1994	16	29	200	13809	"MN"
1994	17	30	207	13660	"MN"
1994	18	31	214	13642	"MN"
1994	19	32	221	13622	"MN"
1994	20	33	228	13560	"MN"
1994	21	34	235	13423	"MN"
1994	22	35	242	12948	"MN"
1994	23	36	249	12306	"MN"
1994	24	37	256	11463	"MN"
1994	25	38	263	10620	"MN"
1994	26	39	270	10152	"MN"
1994	27	40	277	10058	"MN"
1994	28	41	284	9965	"MN"
1995	1	14	95	11145	"MN"
1995	2	15	102	11993	"MN"
1995	3	16	109	12095	"MN"
1995	4	17	116	11783	"MN"
1995	5	18	123	11470	"MN"
1995	6	19	130	11748	"MN"
1995	7	20	137	12180	"MN"
1995	8	21	144	12599	"MN"
1995	9	22	151	13268	"MN"
1995	10	23	158	13960	"MN"
1995	11	24	165	14617	"MN"
1995	12	25	172	14660	"MN"
1995	13	26	179	14745	"MN"
1995	14	27	186	14908	"MN"
1995	15	28	193	14944	"MN"
1995	16	29	200	14978	"MN"
1995	17	30	207	15035	"MN"
1995	18	31	214	15152	"MN"
1995	19	32	221	15283	"MN"
1995	20	33	228	15327	"MN"
1995	21	34	235	15042	"MN"
1995	22	35	242	14757	"MN"
1995	23	36	249	14506	"MN"
1995	24	37	256	14384	"MN"
1995	25	38	263	13861	"MN"
1995	26	39	270	13175	"MN"
1995	27	40	277	12391	"MN"
1995	28	41	284	11609	"MN"
1996	1	14	95	12462	"MN"
1996	2	15	102	12207	"MN"
1996	3	16	109	11689	"MN"
1996	4	17	116	10819	"MN"
1996	5	18	123	10764	"MN"
1996	6	19	130	11008	"MN"
1996	7	20	137	11527	"MN"
1996	8	21	144	12557	"MN"
1996	9	22	151	13401	"MN"
1996	10	23	158	14098	"MN"
1996	11	24	165	14269	"MN"
1996	12	25	172	14526	"MN"
1996	13	26	179	14788	"MN"
1996	14	27	186	14946	"MN"
1996	15	28	193	15106	"MN"
1996	16	29	200	15117	"MN"
1996	17	30	207	14845	"MN"
1996	18	31	214	14832	"MN"
1996	19	32	221	14839	"MN"
1996	20	33	228	14847	"MN"
1996	21	34	235	14668	"MN"
1996	22	35	242	14475	"MN"
1996	23	36	249	14281	"MN"
1996	24	37	256	14037	"MN"
1996	25	38	263	13930	"MN"
1996	26	39	270	13920	"MN"
1996	27	40	277	13313	"MN"
1996	28	41	284	12705	"MN"
1997	1	15	102	11798	"MN"
1997	2	16	109	11781	"MN"
1997	3	17	116	11762	"MN"
1997	4	18	123	11437	"MN"
1997	5	19	130	11245	"MN"
1997	6	20	137	11444	"MN"
1997	7	21	144	11636	"MN"
1997	8	22	151	12269	"MN"
1997	9	23	158	13182	"MN"
1997	10	24	165	13624	"MN"
1997	11	25	172	14030	"MN"
1997	12	26	179	14752	"MN"
1997	13	27	186	14919	"MN"
1997	14	28	193	15086	"MN"
1997	15	29	200	15130	"MN"
1997	16	30	207	14743	"MN"
1997	17	31	214	14775	"MN"
1997	18	32	221	14944	"MN"
1997	19	33	228	15137	"MN"
1997	20	34	235	14822	"MN"
1997	21	35	242	14369	"MN"
1997	22	36	249	13916	"MN"
1997	23	37	256	13750	"MN"
1997	24	38	263	13664	"MN"
1997	25	39	270	13577	"MN"
1997	26	40	277	13033	"MN"
1997	27	41	284	12612	"MN"
1997	28	42	291	12744	"MN"
1998	1	15	102	11781	"MN"
1998	2	16	109	12240	"MN"
1998	3	17	116	12226	"MN"
1998	4	18	123	12213	"MN"
1998	5	19	130	12207	"MN"
1998	6	20	137	12224	"MN"
1998	7	21	144	13282	"MN"
1998	8	22	151	14285	"MN"
1998	9	23	158	14438	"MN"
1998	10	24	165	14593	"MN"
1998	11	25	172	14846	"MN"
1998	12	26	179	15056	"MN"
1998	13	27	186	15090	"MN"
1998	14	28	193	14919	"MN"
1998	15	29	200	14581	"MN"
1998	16	30	207	14558	"MN"
1998	17	31	214	14533	"MN"
1998	18	32	221	14495	"MN"
1998	19	33	228	14222	"MN"
1998	20	34	235	13958	"MN"
1998	21	35	242	13725	"MN"
1998	22	36	249	13645	"MN"
1998	23	37	256	13563	"MN"
1998	24	38	263	13402	"MN"
1998	25	39	270	12958	"MN"
1998	26	40	277	12515	"MN"
1998	27	41	284	12063	"MN"
1998	28	42	291	11592	"MN"
1999	1	14	95	11668	"MN"
1999	2	15	102	11276	"MN"
1999	3	16	109	11203	"MN"
1999	4	17	116	11147	"MN"
1999	5	18	123	11151	"MN"
1999	6	19	130	12039	"MN"
1999	7	20	137	12858	"MN"
1999	8	21	144	13614	"MN"
1999	9	22	151	14219	"MN"
1999	10	23	158	14266	"MN"
1999	11	24	165	14004	"MN"
1999	12	25	172	13743	"MN"
1999	13	26	179	13419	"MN"
1999	14	27	186	13446	"MN"
1999	15	28	193	14135	"MN"
1999	16	29	200	14795	"MN"
1999	17	30	207	15037	"MN"
1999	18	31	214	14788	"MN"
1999	19	32	221	14508	"MN"
1999	20	33	228	14323	"MN"
1999	21	34	235	14233	"MN"
1999	22	35	242	13846	"MN"
1999	23	36	249	13450	"MN"
1999	24	37	256	13058	"MN"
1999	25	38	263	12837	"MN"
1999	26	39	270	11635	"MN"
1999	27	40	277	10229	"MN"
1999	28	41	284	10075	"MN"
2000	1	14	95	10127	"MN"
2000	2	15	102	10691	"MN"
2000	3	16	109	10824	"MN"
2000	4	17	116	10753	"MN"
2000	5	18	123	10809	"MN"
2000	6	19	130	10865	"MN"
2000	7	20	137	10986	"MN"
2000	8	21	144	11225	"MN"
2000	9	22	151	11465	"MN"
2000	10	23	158	12110	"MN"
2000	11	24	165	13483	"MN"
2000	12	25	172	13759	"MN"
2000	13	26	179	13950	"MN"
2000	14	27	186	14141	"MN"
2000	15	28	193	14331	"MN"
2000	16	29	200	14515	"MN"
2000	17	30	207	14420	"MN"
2000	18	31	214	13340	"MN"
2000	19	32	221	12884	"MN"
2000	20	33	228	12981	"MN"
2000	21	34	235	13660	"MN"
2000	22	35	242	13775	"MN"
2000	23	36	249	13355	"MN"
2000	24	37	256	11796	"MN"
2000	25	38	263	11688	"MN"
2000	26	39	270	11976	"MN"
2000	27	40	277	12264	"MN"
2000	28	41	284	10796	"MN"
2001	1	14	95	11101	"MN"
2001	2	15	102	11420	"MN"
2001	3	16	109	11445	"MN"
2001	4	17	116	11245	"MN"
2001	5	18	123	12264	"MN"
2001	6	19	130	13283	"MN"
2001	7	20	137	14095	"MN"
2001	8	21	144	14146	"MN"
2001	9	22	151	14243	"MN"
2001	10	23	158	14359	"MN"
2001	11	24	165	14481	"MN"
2001	12	25	172	15031	"MN"
2001	13	26	179	15392	"MN"
2001	14	27	186	15201	"MN"
2001	15	28	193	15011	"MN"
2001	16	29	200	14789	"MN"
2001	17	30	207	14519	"MN"
2001	18	31	214	14285	"MN"
2001	19	32	221	14188	"MN"
2001	20	33	228	14206	"MN"
2001	21	34	235	13701	"MN"
2001	22	35	242	13446	"MN"
2001	23	36	249	13380	"MN"
2001	24	37	256	13310	"MN"
2001	25	38	263	13322	"MN"
2001	26	39	270	13369	"MN"
2001	27	40	277	13369	"MN"
2001	28	41	284	13369	"MN"
2002	1	14	95	10269	"MN"
2002	2	15	102	10892	"MN"
2002	3	16	109	11449	"MN"
2002	4	17	116	11579	"MN"
2002	5	18	123	11446	"MN"
2002	6	19	130	11355	"MN"
2002	7	20	137	11326	"MN"
2002	8	21	144	11298	"MN"
2002	9	22	151	12074	"MN"
2002	10	23	158	13450	"MN"
2002	11	24	165	13837	"MN"
2002	12	25	172	13991	"MN"
2002	13	26	179	14003	"MN"
2002	14	27	186	14101	"MN"
2002	15	28	193	14198	"MN"
2002	16	29	200	14466	"MN"
2002	17	30	207	15078	"MN"
2002	18	31	214	14213	"MN"
2002	19	32	221	13701	"MN"
2002	20	33	228	14175	"MN"
2002	21	34	235	14628	"MN"
2002	22	35	242	14744	"MN"
2002	23	36	249	14411	"MN"
2002	24	37	256	14350	"MN"
2002	25	38	263	13995	"MN"
2002	26	39	270	13317	"MN"
2002	27	40	277	12505	"MN"
2002	28	41	284	12111	"MN"
2003	1	15	102	11136	"MN"
2003	2	16	109	11524	"MN"
2003	3	17	116	11658	"MN"
2003	4	18	123	11769	"MN"
2003	5	19	130	11998	"MN"
2003	6	20	137	12437	"MN"
2003	7	21	144	13182	"MN"
2003	8	22	151	13837	"MN"
2003	9	23	158	14213	"MN"
2003	10	24	165	14577	"MN"
2003	11	25	172	14748	"MN"
2003	12	26	179	14874	"MN"
2003	13	27	186	15000	"MN"
2003	14	28	193	14738	"MN"
2003	15	29	200	14194	"MN"
2003	16	30	207	13453	"MN"
2003	17	31	214	13761	"MN"
2003	18	32	221	14377	"MN"
2003	19	33	228	15080	"MN"
2003	20	34	235	14943	"MN"
2003	21	35	242	14656	"MN"
2003	22	36	249	14564	"MN"
2003	23	37	256	14236	"MN"
2003	24	38	263	13844	"MN"
2003	25	39	270	13452	"MN"
2003	26	40	277	12775	"MN"
2003	27	41	284	12386	"MN"
2003	28	42	291	12427	"MN"
2004	1	15	102	9852	"MN"
2004	2	16	109	10543	"MN"
2004	3	17	116	10589	"MN"
2004	4	18	123	10575	"MN"
2004	5	19	130	10572	"MN"
2004	6	20	137	10847	"MN"
2004	7	21	144	11114	"MN"
2004	8	22	151	11405	"MN"
2004	9	23	158	11870	"MN"
2004	10	24	165	12350	"MN"
2004	11	25	172	12839	"MN"
2004	12	26	179	13329	"MN"
2004	13	27	186	13775	"MN"
2004	14	28	193	14023	"MN"
2004	15	29	200	13934	"MN"
2004	16	30	207	13362	"MN"
2004	17	31	214	13057	"MN"
2004	18	32	221	13136	"MN"
2004	19	33	228	13226	"MN"
2004	20	34	235	13569	"MN"
2004	21	35	242	14166	"MN"
2004	22	36	249	14438	"MN"
2004	23	37	256	14590	"MN"
2004	24	38	263	14602	"MN"
2004	25	39	270	14328	"MN"
2004	26	40	277	14053	"MN"
2004	27	41	284	13731	"MN"
2004	28	42	291	13235	"MN"
2005	1	14	95	10855	"MN"
2005	2	15	102	11036	"MN"
2005	3	16	109	11187	"MN"
2005	4	17	116	11331	"MN"
2005	5	18	123	11475	"MN"
2005	6	19	130	12178	"MN"
2005	7	20	137	12907	"MN"
2005	8	21	144	13618	"MN"
2005	9	22	151	14830	"MN"
2005	10	23	158	15325	"MN"
2005	11	24	165	15122	"MN"
2005	12	25	172	15139	"MN"
2005	13	26	179	15189	"MN"
2005	14	27	186	15256	"MN"
2005	15	28	193	15323	"MN"
2005	16	29	200	15427	"MN"
2005	17	30	207	15548	"MN"
2005	18	31	214	15654	"MN"
2005	19	32	221	15533	"MN"
2005	20	33	228	15351	"MN"
2005	21	34	235	15175	"MN"
2005	22	35	242	14977	"MN"
2005	23	36	249	14772	"MN"
2005	24	37	256	14561	"MN"
2005	25	38	263	14031	"MN"
2005	26	39	270	13854	"MN"
2005	27	40	277	14052	"MN"
2005	28	41	284	14250	"MN"
2006	1	14	95	10998	"MN"
2006	2	15	102	11726	"MN"
2006	3	16	109	11810	"MN"
2006	4	17	116	11723	"MN"
2006	5	18	123	12324	"MN"
2006	6	19	130	12925	"MN"
2006	7	20	137	13621	"MN"
2006	8	21	144	14487	"MN"
2006	9	22	151	14531	"MN"
2006	10	23	158	14650	"MN"
2006	11	24	165	15151	"MN"
2006	12	25	172	15653	"MN"
2006	13	26	179	15778	"MN"
2006	14	27	186	15547	"MN"
2006	15	28	193	15601	"MN"
2006	16	29	200	15383	"MN"
2006	17	30	207	15060	"MN"
2006	18	31	214	15037	"MN"
2006	19	32	221	15109	"MN"
2006	20	33	228	15167	"MN"
2006	21	34	235	14984	"MN"
2006	22	35	242	14801	"MN"
2006	23	36	249	14604	"MN"
2006	24	37	256	14356	"MN"
2006	25	38	263	14227	"MN"
2006	26	39	270	14129	"MN"
2006	27	40	277	14031	"MN"
2006	28	41	284	12125	"MN"
2007	1	14	95	11208	"MN"
2007	2	15	102	12196	"MN"
2007	3	16	109	12746	"MN"
2007	4	17	116	12783	"MN"
2007	5	18	123	12820	"MN"
2007	6	19	130	13550	"MN"
2007	7	20	137	14469	"MN"
2007	8	21	144	14672	"MN"
2007	9	22	151	14875	"MN"
2007	10	23	158	15052	"MN"
2007	11	24	165	15133	"MN"
2007	12	25	172	15215	"MN"
2007	13	26	179	15180	"MN"
2007	14	27	186	14936	"MN"
2007	15	28	193	14579	"MN"
2007	16	29	200	14552	"MN"
2007	17	30	207	14887	"MN"
2007	18	31	214	15178	"MN"
2007	19	32	221	15240	"MN"
2007	20	33	228	15043	"MN"
2007	21	34	235	14724	"MN"
2007	22	35	242	14526	"MN"
2007	23	36	249	14388	"MN"
2007	24	37	256	13862	"MN"
2007	25	38	263	13641	"MN"
2007	26	39	270	13591	"MN"
2007	27	40	277	13541	"MN"
2007	28	41	284	13516	"MN"
2008	1	16	109	11832	"MN"
2008	2	17	116	12075	"MN"
2008	3	18	123	11959	"MN"
2008	4	19	130	12298	"MN"
2008	5	20	137	12637	"MN"
2008	6	21	144	12709	"MN"
2008	7	22	151	12782	"MN"
2008	8	23	158	13850	"MN"
2008	9	24	165	14355	"MN"
2008	10	25	172	14820	"MN"
2008	11	26	179	15286	"MN"
2008	12	27	186	14280	"MN"
2008	13	28	193	14109	"MN"
2008	14	29	200	14617	"MN"
2008	15	30	207	15126	"MN"
2008	16	31	214	14382	"MN"
2008	17	32	221	14344	"MN"
2008	18	33	228	14306	"MN"
2008	19	34	235	14880	"MN"
2008	20	35	242	14107	"MN"
2008	21	36	249	14161	"MN"
2008	22	37	256	13315	"MN"
2008	23	38	263	13785	"MN"
2008	24	39	270	14256	"MN"
2008	25	40	277	13631	"MN"
2008	26	41	284	13006	"MN"
2009	1	15	102	10862	"MN"
2009	2	16	109	11534	"MN"
2009	3	17	116	12060	"MN"
2009	4	18	123	11570	"MN"
2009	5	19	130	11993	"MN"
2009	6	20	137	12416	"MN"
2009	7	21	144	13175	"MN"
2009	8	22	151	13935	"MN"
2009	9	23	158	14087	"MN"
2009	10	24	165	14239	"MN"
2009	11	25	172	14358	"MN"
2009	12	26	179	14478	"MN"
2009	13	27	186	14911	"MN"
2009	14	28	193	15345	"MN"
2009	15	29	200	14860	"MN"
2009	16	30	207	14376	"MN"
2009	17	31	214	12074	"MN"
2009	18	32	221	13657	"MN"
2009	19	33	228	15240	"MN"
2009	20	34	235	14820	"MN"
2009	21	35	242	15020	"MN"
2009	22	36	249	15220	"MN"
2009	23	37	256	14996	"MN"
2009	24	38	263	14642	"MN"
2009	25	39	270	14628	"MN"
2009	26	40	277	12608	"MN"
2009	27	41	284	12321	"MN"
2009	28	42	291	14628	"MN"
2010	1	16	109	11510	"MN"
2010	2	17	116	11700	"MN"
2010	3	18	123	11125	"MN"
2010	4	19	130	12300	"MN"
2010	5	20	137	13476	"MN"
2010	6	21	144	14744	"MN"
2010	7	22	151	14733	"MN"
2010	8	23	158	14723	"MN"
2010	9	24	165	14742	"MN"
2010	10	25	172	14762	"MN"
2010	11	26	179	14522	"MN"
2010	12	27	186	14977	"MN"
2010	13	28	193	15432	"MN"
2010	14	29	200	15407	"MN"
2010	15	30	207	15382	"MN"
2010	16	31	214	14955	"MN"
2010	17	32	221	14797	"MN"
2010	18	33	228	14613	"MN"
2010	19	34	235	14891	"MN"
2010	20	35	242	15170	"MN"
2010	21	36	249	14929	"MN"
2010	22	37	256	14446	"MN"
2010	23	38	263	13964	"MN"
2010	24	39	270	13914	"MN"
2010	25	40	277	13865	"MN"
2010	26	41	284	13865	"MN"
2011	1	16	109	11694	"MN"
2011	2	17	116	11519	"MN"
2011	3	18	123	11313	"MN"
2011	4	19	130	11108	"MN"
2011	5	20	137	11195	"MN"
2011	6	21	144	11282	"MN"
2011	7	22	151	13719	"MN"
2011	8	23	158	14369	"MN"
2011	9	24	165	13224	"MN"
2011	10	25	172	12904	"MN"
2011	11	26	179	13818	"MN"
2011	12	27	186	14733	"MN"
2011	13	28	193	14942	"MN"
2011	14	29	200	15151	"MN"
2011	15	30	207	15630	"MN"
2011	16	31	214	14695	"MN"
2011	17	32	221	14928	"MN"
2011	18	33	228	15162	"MN"
2011	19	34	235	14896	"MN"
2011	20	35	242	14824	"MN"
2011	21	36	249	14753	"MN"
2011	22	37	256	14386	"MN"
2011	23	38	263	14429	"MN"
2011	24	39	270	14473	"MN"
2011	25	40	277	14233	"MN"
2011	26	41	284	14053	"MN"
2012	1	16	109	11739	"MN"
2012	2	17	116	11910	"MN"
2012	3	18	123	12082	"MN"
2012	4	19	130	11817	"MN"
2012	5	20	137	13114	"MN"
2012	6	21	144	14412	"MN"
2012	7	22	151	14732	"MN"
2012	8	23	158	15053	"MN"
2012	9	24	165	15068	"MN"
2012	10	25	172	15084	"MN"
2012	11	26	179	12859	"MN"
2012	12	27	186	11946	"MN"
2012	13	28	193	12639	"MN"
2012	14	29	200	13333	"MN"
2012	15	30	207	15688	"MN"
2012	16	31	214	15261	"MN"
2012	17	32	221	14834	"MN"
2012	18	33	228	13235	"MN"
2012	19	34	235	14228	"MN"
2012	20	35	242	15222	"MN"
2012	21	36	249	13371	"MN"
2012	22	37	256	13804	"MN"
2012	23	38	263	14237	"MN"
2012	24	39	270	14049	"MN"
2012	25	40	277	13779	"MN"
2012	26	41	284	13779	"MN"
2013	1	16	109	11783	"MN"
2013	2	17	116	11692	"MN"
2013	3	18	123	13013	"MN"
2013	4	19	130	12527	"MN"
2013	5	20	137	13370	"MN"
2013	6	21	144	14214	"MN"
2013	7	22	151	14636	"MN"
2013	8	23	158	15059	"MN"
2013	9	24	165	15087	"MN"
2013	10	25	172	15116	"MN"
2013	11	26	179	15303	"MN"
2013	12	27	186	15682	"MN"
2013	13	28	193	15601	"MN"
2013	14	29	200	15636	"MN"
2013	15	30	207	15587	"MN"
2013	16	31	214	13703	"MN"
2013	17	32	221	13759	"MN"
2013	18	33	228	14019	"MN"
2013	19	34	235	15235	"MN"
2013	20	35	242	15285	"MN"
2013	21	36	249	15223	"MN"
2013	22	37	256	15161	"MN"
2013	23	38	263	14636	"MN"
2013	24	39	270	14468	"MN"
2013	25	40	277	14300	"MN"
2013	26	41	284	13234	"MN"
2014	1	16	109	10154	"MN"
2014	2	17	116	10048	"MN"
2014	3	18	123	9943	"MN"
2014	4	19	130	10460	"MN"
2014	5	20	137	10977	"MN"
2014	6	21	144	12175	"MN"
2014	7	22	151	13373	"MN"
2014	8	23	158	13103	"MN"
2014	9	24	165	12310	"MN"
2014	10	25	172	13456	"MN"
2014	11	26	179	14602	"MN"
2014	12	27	186	14702	"MN"
2014	13	28	193	13421	"MN"
2014	14	29	200	13347	"MN"
2014	15	30	207	13575	"MN"
2014	16	31	214	13663	"MN"
2014	17	32	221	13751	"MN"
2014	18	33	228	14111	"MN"
2014	19	34	235	14472	"MN"
2014	20	35	242	14497	"MN"
2014	21	36	249	14639	"MN"
2014	22	37	256	13945	"MN"
2014	23	38	263	13252	"MN"
2014	24	39	270	13252	"MN"
2014	25	40	277	13252	"MN"
2014	26	41	284	13252	"MN"
2015	1	16	109	11166	"MN"
2015	2	17	116	10924	"MN"
2015	3	18	123	10682	"MN"
2015	4	19	130	10954	"MN"
2015	5	20	137	11227	"MN"
2015	6	21	144	12568	"MN"
2015	7	22	151	13910	"MN"
2015	8	23	158	13663	"MN"
2015	9	24	165	13417	"MN"
2015	10	25	172	12835	"MN"
2015	11	26	179	12669	"MN"
2015	12	27	186	13771	"MN"
2015	13	28	193	14873	"MN"
2015	14	29	200	12246	"MN"
2015	15	30	207	10441	"MN"
2015	16	31	214	11718	"MN"
2015	17	32	221	12995	"MN"
2015	18	33	228	12966	"MN"
2015	19	34	235	12531	"MN"
2015	20	35	242	13265	"MN"
2015	21	36	249	14000	"MN"
2015	22	37	256	12078	"MN"
2015	23	38	263	12916	"MN"
2015	24	39	270	13755	"MN"
2015	25	40	277	13163	"MN"
2015	26	41	284	12572	"MN"
2016	1	16	109	11539	"MN"
2016	2	17	116	11739	"MN"
2016	3	18	123	11485	"MN"
2016	4	19	130	11745	"MN"
2016	5	20	137	12005	"MN"
2016	6	21	144	13249	"MN"
2016	7	22	151	13653	"MN"
2016	8	23	158	14019	"MN"
2016	9	24	165	14385	"MN"
2016	10	25	172	14402	"MN"
2016	11	26	179	12765	"MN"
2016	12	27	186	12537	"MN"
2016	13	28	193	12691	"MN"
2016	14	29	200	12846	"MN"
2016	15	30	207	13736	"MN"
2016	16	31	214	13714	"MN"
2016	17	32	221	13692	"MN"
2016	18	33	228	13406	"MN"
2016	19	34	235	13364	"MN"
2016	20	35	242	13322	"MN"
